hwt10
Partitioned - Decimal
 46218: 1210210010 35562
 46219: 2112100101 49825
 46220: 2122100101 52012
 46221: 1220210010 37749
 46222: 2212100101 56386
 46223: 2222100101 58573
 46224: 1020002100 24120
 46225: 0200121001 13555
 46226: 0200221001 13798
 46227: 0201021001 14041
 46228: 2011210010 42852
 46229: 2012210010 43581
 46230: 0202021001 14770
 46231: 2021210010 45039
 46232: 2022210010 45768
 46233: 0210021001 15499
 46234: 2101210010 47226
 46235: 2102210010 47955
 46236: 2110210010 48684
 46237: 1112100102 30143
 46238: 1122100102 32330
 46239: 2120210010 50871
 46240: 1212100102 36704
 46241: 1222100102 38891
 46242: 0220021001 17686
 46243: 2201210010 53787
 46244: 2202210010 54516
 46245: 2210210010 55245
 46246: 2112100102 49826
 46247: 2122100102 52013
 46248: 2220210010 57432
 46249: 2212100102 56387
 46250: 2222100102 58574
 46251: 1100002100 26307
 46252: 1000121001 20116
 46253: 1000221001 20359
 46254: 1001021001 20602
 46255: 0011210011 3487
 46256: 0012210011 4216
 46257: 1002021001 21331
 46258: 0021210011 5674
 46259: 0022210011 6403
 46260: 1010021001 22060
 46261: 0101210011 7861
 46262: 0102210011 8590
 46263: 0110210011 9319
 46264: 1112100110 30144
 46265: 1122100110 32331
 46266: 0120210011 11506
 46267: 1212100110 36705
 46268: 1222100110 38892
 46269: 1020021001 24247
 46270: 0201210011 14422
 46271: 0202210011 15151
 46272: 0210210011 15880
 46273: 2112100110 49827
 46274: 2122100110 52014
 46275: 0220210011 18067
 46276: 2212100110 56388
 46277: 2222100110 58575
 46278: 1100021001 26434
 46279: 1001210011 20983
 46280: 1002210011 21712
 46281: 1010210011 22441
 46282: 0112100111 10462
 46283: 0122100111 12649
 46284: 1020210011 24628
 46285: 0212100111 17023
 46286: 0222100111 19210
 46287: 1100210011 26815
 46288: 1012100111 23584
 46289: 1022100111 25771
 46290: 1102100111 27958
 46291: 1121001111 31387
 46292: 1221001111 37948
 46293: 1202100111 34519
 46294: 2121001111 51070
 46295: 2221001111 57631
 46296: 1200210011 33376
 46297: 2012100111 43267
 46298: 2022100111 45454
 46299: 2102100111 47641
 46300: 1121001112 31388
 46301: 1221001112 37949
 46302: 2202100111 54202
 46303: 2121001112 51071
 46304: 2221001112 57632
 46305: 1200021001 32995
 46306: 2001210011 40666
 46307: 2002210011 41395
 46308: 2010210011 42124
 46309: 0112100112 10463
 46310: 0122100112 12650
 46311: 2020210011 44311
 46312: 0212100112 17024
 46313: 0222100112 19211
 46314: 2100210011 46498
 46315: 1012100112 23585
 46316: 1022100112 25772
 46317: 1102100112 27959
 46318: 1121001121 31390
 46319: 1221001121 37951
 46320: 1202100112 34520
 46321: 2121001121 51073
 46322: 2221001121 57634
 46323: 2200210011 53059
 46324: 2012100112 43268
 46325: 2022100112 45455
 46326: 2102100112 47642
 46327: 1121001122 31391
 46328: 1221001122 37952
 46329: 2202100112 54203
 46330: 2121001122 51074
 46331: 2221001122 57635
 46332: 1200002100 32868
 46333: 2000121001 39799
 46334: 2000221001 40042
 46335: 2001021001 40285
 46336: 0011210012 3488
 46337: 0012210012 4217
 46338: 2002021001 41014
 46339: 0021210012 5675
 46340: 0022210012 6404
 46341: 2010021001 41743
 46342: 0101210012 7862
 46343: 0102210012 8591
 46344: 0110210012 9320
 46345: 1112100120 30147
 46346: 1122100120 32334
 46347: 0120210012 11507
 46348: 1212100120 36708
 46349: 1222100120 38895
 46350: 2020021001 43930
 46351: 0201210012 14423
 46352: 0202210012 15152
 46353: 0210210012 15881
 46354: 2112100120 49830
 46355: 2122100120 52017
 46356: 0220210012 18068
 46357: 2212100120 56391
 46358: 2222100120 58578
 46359: 2100021001 46117
 46360: 1001210012 20984
 46361: 1002210012 21713
 46362: 1010210012 22442
 46363: 0112100121 10465
 46364: 0122100121 12652
 46365: 1020210012 24629
 46366: 0212100121 17026
 46367: 0222100121 19213
 46368: 1100210012 26816
 46369: 1012100121 23587
 46370: 1022100121 25774
 46371: 1102100121 27961
 46372: 1121001211 31396
 46373: 1221001211 37957
 46374: 1202100121 34522
 46375: 2121001211 51079
 46376: 2221001211 57640
 46377: 1200210012 33377
 46378: 2012100121 43270
 46379: 2022100121 45457
 46380: 2102100121 47644
 46381: 1121001212 31397
 46382: 1221001212 37958
 46383: 2202100121 54205
 46384: 2121001212 51080
 46385: 2221001212 57641
 46386: 2200021001 52678
 46387: 2001210012 40667
 46388: 2002210012 41396
 46389: 2010210012 42125
 46390: 0112100122 10466
 46391: 0122100122 12653
 46392: 2020210012 44312
 46393: 0212100122 17027
 46394: 0222100122 19214
 46395: 2100210012 46499
 46396: 1012100122 23588
 46397: 1022100122 25775
 46398: 1102100122 27962
 46399: 1121001221 31399
 46400: 1221001221 37960
 46401: 1202100122 34523
 46402: 2121001221 51082
 46403: 2221001221 57643
 46404: 2200210012 53060
 46405: 2012100122 43271
 46406: 2022100122 45458
 46407: 2102100122 47645
 46408: 1121001222 31400
 46409: 1221001222 37961
 46410: 2202100122 54206
 46411: 2121001222 51083
 46412: 2221001222 57644
 46413: 0200000210 13143
 46414: 2000012100 39510
 46415: 2000022100 39591
 46416: 2000102100 39672
 46417: 0001121002 1163
 46418: 0001221002 1406
 46419: 2000202100 39915
 46420: 0002121002 1892
 46421: 0002221002 2135
 46422: 2001002100 40158
 46423: 0010121002 2621
 46424: 0010221002 2864
 46425: 0011021002 3107
 46426: 0111210020 10050
 46427: 0112210020 10779
 46428: 0012021002 3836
 46429: 0121210020 12237
 46430: 0122210020 12966
 46431: 2002002100 40887
 46432: 0020121002 4808
 46433: 0020221002 5051
 46434: 0021021002 5294
 46435: 0211210020 16611
 46436: 0212210020 17340
 46437: 0022021002 6023
 46438: 0221210020 18798
 46439: 0222210020 19527
 46440: 2010002100 41616
 46441: 0100121002 6995
 46442: 0100221002 7238
 46443: 0101021002 7481
 46444: 1011210020 23172
 46445: 1012210020 23901
 46446: 0102021002 8210
 46447: 1021210020 25359
 46448: 1022210020 26088
 46449: 0110021002 8939
 46450: 1101210020 27546
 46451: 1102210020 28275
 46452: 1110210020 29004
 46453: 1112100201 30151
 46454: 1122100201 32338
 46455: 1120210020 31191
 46456: 1212100201 36712
 46457: 1222100201 38899
 46458: 0120021002 11126
 46459: 1201210020 34107
 46460: 1202210020 34836
 46461: 1210210020 35565
 46462: 2112100201 49834
 46463: 2122100201 52021
 46464: 1220210020 37752
 46465: 2212100201 56395
 46466: 2222100201 58582
 46467: 2020002100 43803
 46468: 0200121002 13556
 46469: 0200221002 13799
 46470: 0201021002 14042
 46471: 2011210020 42855
 46472: 2012210020 43584
 46473: 0202021002 14771
 46474: 2021210020 45042
 46475: 2022210020 45771
 46476: 0210021002 15500
 46477: 2101210020 47229
 46478: 2102210020 47958
 46479: 2110210020 48687
 46480: 1112100202 30152
 46481: 1122100202 32339
 46482: 2120210020 50874
 46483: 1212100202 36713
 46484: 1222100202 38900
 46485: 0220021002 17687
 46486: 2201210020 53790
 46487: 2202210020 54519
 46488: 2210210020 55248
 46489: 2112100202 49835
 46490: 2122100202 52022
 46491: 2220210020 57435
 46492: 2212100202 56396
 46493: 2222100202 58583
 46494: 2100002100 45990
 46495: 1000121002 20117
 46496: 1000221002 20360
 46497: 1001021002 20603
 46498: 0011210021 3490
 46499: 0012210021 4219
 46500: 1002021002 21332
 46501: 0021210021 5677
 46502: 0022210021 6406
 46503: 1010021002 22061
 46504: 0101210021 7864
 46505: 0102210021 8593
 46506: 0110210021 9322
 46507: 1112100210 30153
 46508: 1122100210 32340
 46509: 0120210021 11509
 46510: 1212100210 36714
 46511: 1222100210 38901
 46512: 1020021002 24248
 46513: 0201210021 14425
 46514: 0202210021 15154
 46515: 0210210021 15883
 46516: 2112100210 49836
 46517: 2122100210 52023
 46518: 0220210021 18070
 46519: 2212100210 56397
 46520: 2222100210 58584
 46521: 1100021002 26435
 46522: 1001210021 20986
 46523: 1002210021 21715
 46524: 1010210021 22444
 46525: 0112100211 10471
 46526: 0122100211 12658
 46527: 1020210021 24631
 46528: 0212100211 17032
 46529: 0222100211 19219
 46530: 1100210021 26818
 46531: 1012100211 23593
 46532: 1022100211 25780
 46533: 1102100211 27967
 46534: 1121002111 31414
 46535: 1221002111 37975
 46536: 1202100211 34528
 46537: 2121002111 51097
 46538: 2221002111 57658
 46539: 1200210021 33379
 46540: 2012100211 43276
 46541: 2022100211 45463
 46542: 2102100211 47650
 46543: 1121002112 31415
 46544: 1221002112 37976
 46545: 2202100211 54211
 46546: 2121002112 51098
 46547: 2221002112 57659
 46548: 1200021002 32996
 46549: 2001210021 40669
 46550: 2002210021 41398
 46551: 2010210021 42127
 46552: 0112100212 10472
 46553: 0122100212 12659
 46554: 2020210021 44314
 46555: 0212100212 17033
 46556: 0222100212 19220
 46557: 2100210021 46501
 46558: 1012100212 23594
 46559: 1022100212 25781
 46560: 1102100212 27968
 46561: 1121002121 31417
 46562: 1221002121 37978
 46563: 1202100212 34529
 46564: 2121002121 51100
 46565: 2221002121 57661
 46566: 2200210021 53062
 46567: 2012100212 43277
 46568: 2022100212 45464
 46569: 2102100212 47651
 46570: 1121002122 31418
 46571: 1221002122 37979
 46572: 2202100212 54212
 46573: 2121002122 51101
 46574: 2221002122 57662
 46575: 2200002100 52551
 46576: 2000121002 39800
 46577: 2000221002 40043
 46578: 2001021002 40286
 46579: 0011210022 3491
 46580: 0012210022 4220
 46581: 2002021002 41015
 46582: 0021210022 5678
 46583: 0022210022 6407
 46584: 2010021002 41744
 46585: 0101210022 7865
 46586: 0102210022 8594
 46587: 0110210022 9323
 46588: 1112100220 30156
 46589: 1122100220 32343
 46590: 0120210022 11510
 46591: 1212100220 36717
 46592: 1222100220 38904
 46593: 2020021002 43931
 46594: 0201210022 14426
 46595: 0202210022 15155
 46596: 0210210022 15884
 46597: 2112100220 49839
 46598: 2122100220 52026
 46599: 0220210022 18071
 46600: 2212100220 56400
 46601: 2222100220 58587
 46602: 2100021002 46118
 46603: 1001210022 20987
 46604: 1002210022 21716
 46605: 1010210022 22445
 46606: 0112100221 10474
 46607: 0122100221 12661
 46608: 1020210022 24632
 46609: 0212100221 17035
 46610: 0222100221 19222
 46611: 1100210022 26819
 46612: 1012100221 23596
 46613: 1022100221 25783
 46614: 1102100221 27970
 46615: 1121002211 31423
 46616: 1221002211 37984
 46617: 1202100221 34531
 46618: 2121002211 51106
 46619: 2221002211 57667
 46620: 1200210022 33380
 46621: 2012100221 43279
 46622: 2022100221 45466
 46623: 2102100221 47653
 46624: 1121002212 31424
 46625: 1221002212 37985
 46626: 2202100221 54214
 46627: 2121002212 51107
 46628: 2221002212 57668
 46629: 2200021002 52679
 46630: 2001210022 40670
 46631: 2002210022 41399
 46632: 2010210022 42128
 46633: 0112100222 10475
 46634: 0122100222 12662
 46635: 2020210022 44315
 46636: 0212100222 17036
 46637: 0222100222 19223
 46638: 2100210022 46502
 46639: 1012100222 23597
 46640: 1022100222 25784
 46641: 1102100222 27971
 46642: 1121002221 31426
 46643: 1221002221 37987
 46644: 1202100222 34532
 46645: 2121002221 51109
 46646: 2221002221 57670
 46647: 2200210022 53063
 46648: 2012100222 43280
 46649: 2022100222 45467
 46650: 2102100222 47654
 46651: 1121002222 31427
 46652: 1221002222 37988
 46653: 2202100222 54215
 46654: 2121002222 51110
 46655: 2221002222 57671
 46656: 1000000210 19704
 46657: 0000012101 145
 46658: 0000022101 226
 46659: 0000102101 307
 46660: 0001121010 1164
 46661: 0001221010 1407
 46662: 0000202101 550
 46663: 0002121010 1893
 46664: 0002221010 2136
 46665: 0001002101 793
 46666: 0010121010 2622
 46667: 0010221010 2865
 46668: 0011021010 3108
 46669: 0111210100 10053
 46670: 0112210100 10782
 46671: 0012021010 3837
 46672: 0121210100 12240
 46673: 0122210100 12969
 46674: 0002002101 1522
 46675: 0020121010 4809
 46676: 0020221010 5052
 46677: 0021021010 5295
 46678: 0211210100 16614
 46679: 0212210100 17343
 46680: 0022021010 6024
 46681: 0221210100 18801
 46682: 0222210100 19530
 46683: 0010002101 2251
 46684: 0100121010 6996
 46685: 0100221010 7239
 46686: 0101021010 7482
 46687: 1011210100 23175
 46688: 1012210100 23904
 46689: 0102021010 8211
 46690: 1021210100 25362
 46691: 1022210100 26091
 46692: 0110021010 8940
 46693: 1101210100 27549
 46694: 1102210100 28278
 46695: 1110210100 29007
 46696: 1112101001 30160
 46697: 1122101001 32347
 46698: 1120210100 31194
 46699: 1212101001 36721
 46700: 1222101001 38908
 46701: 0120021010 11127
 46702: 1201210100 34110
 46703: 1202210100 34839
 46704: 1210210100 35568
 46705: 2112101001 49843
 46706: 2122101001 52030
 46707: 1220210100 37755
 46708: 2212101001 56404
 46709: 2222101001 58591
 46710: 0020002101 4438
 46711: 0200121010 13557
 46712: 0200221010 13800
 46713: 0201021010 14043
 46714: 2011210100 42858
 46715: 2012210100 43587
 46716: 0202021010 14772
 46717: 2021210100 45045
 46718: 2022210100 45774
 46719: 0210021010 15501
 46720: 2101210100 47232
 46721: 2102210100 47961
 46722: 2110210100 48690
 46723: 1112101002 30161
 46724: 1122101002 32348
 46725: 2120210100 50877
 46726: 1212101002 36722
 46727: 1222101002 38909
 46728: 0220021010 17688
 46729: 2201210100 53793
 46730: 2202210100 54522
 46731: 2210210100 55251
 46732: 2112101002 49844
 46733: 2122101002 52031
 46734: 2220210100 57438
 46735: 2212101002 56405
 46736: 2222101002 58592
 46737: 0100002101 6625
 46738: 1000121010 20118
 46739: 1000221010 20361
 46740: 1001021010 20604
 46741: 0011210101 3493
 46742: 0012210101 4222
 46743: 1002021010 21333
 46744: 0021210101 5680
 46745: 0022210101 6409
 46746: 1010021010 22062
 46747: 0101210101 7867
 46748: 0102210101 8596
 46749: 0110210101 9325
 46750: 1112101010 30162
 46751: 1122101010 32349
 46752: 0120210101 11512
 46753: 1212101010 36723
 46754: 1222101010 38910
 46755: 1020021010 24249
 46756: 0201210101 14428
 46757: 0202210101 15157
 46758: 0210210101 15886
 46759: 2112101010 49845
 46760: 2122101010 52032
 46761: 0220210101 18073
 46762: 2212101010 56406
 46763: 2222101010 58593
 46764: 1100021010 26436
 46765: 1001210101 20989
 46766: 1002210101 21718
 46767: 1010210101 22447
 46768: 0112101011 10480
 46769: 0122101011 12667
 46770: 1020210101 24634
 46771: 0212101011 17041
 46772: 0222101011 19228
 46773: 1100210101 26821
 46774: 1012101011 23602
 46775: 1022101011 25789
 46776: 1102101011 27976
 46777: 1121010111 31441
 46778: 1221010111 38002
 46779: 1202101011 34537
 46780: 2121010111 51124
 46781: 2221010111 57685
 46782: 1200210101 33382
 46783: 2012101011 43285
 46784: 2022101011 45472
 46785: 2102101011 47659
 46786: 1121010112 31442
 46787: 1221010112 38003
 46788: 2202101011 54220
 46789: 2121010112 51125
 46790: 2221010112 57686
 46791: 1200021010 32997
 46792: 2001210101 40672
 46793: 2002210101 41401
 46794: 2010210101 42130
 46795: 0112101012 10481
 46796: 0122101012 12668
 46797: 2020210101 44317
 46798: 0212101012 17042
 46799: 0222101012 19229
 46800: 2100210101 46504
 46801: 1012101012 23603
 46802: 1022101012 25790
 46803: 1102101012 27977
 46804: 1121010121 31444
 46805: 1221010121 38005
 46806: 1202101012 34538
 46807: 2121010121 51127
 46808: 2221010121 57688
 46809: 2200210101 53065
 46810: 2012101012 43286
 46811: 2022101012 45473
 46812: 2102101012 47660
 46813: 1121010122 31445
 46814: 1221010122 38006
 46815: 2202101012 54221
 46816: 2121010122 51128
 46817: 2221010122 57689
 46818: 0200002101 13186
 46819: 2000121010 39801
 46820: 2000221010 40044
 46821: 2001021010 40287
 46822: 0011210102 3494
 46823: 0012210102 4223
 46824: 2002021010 41016
 46825: 0021210102 5681
 46826: 0022210102 6410
 46827: 2010021010 41745
 46828: 0101210102 7868
 46829: 0102210102 8597
 46830: 0110210102 9326
 46831: 1112101020 30165
 46832: 1122101020 32352
 46833: 0120210102 11513
 46834: 1212101020 36726
 46835: 1222101020 38913
 46836: 2020021010 43932
 46837: 0201210102 14429
 46838: 0202210102 15158
 46839: 0210210102 15887
 46840: 2112101020 49848
 46841: 2122101020 52035
 46842: 0220210102 18074
 46843: 2212101020 56409
 46844: 2222101020 58596
 46845: 2100021010 46119
 46846: 1001210102 20990
 46847: 1002210102 21719
 46848: 1010210102 22448
 46849: 0112101021 10483
 46850: 0122101021 12670
 46851: 1020210102 24635
 46852: 0212101021 17044
 46853: 0222101021 19231
 46854: 1100210102 26822
 46855: 1012101021 23605
 46856: 1022101021 25792
 46857: 1102101021 27979
 46858: 1121010211 31450
 46859: 1221010211 38011
 46860: 1202101021 34540
 46861: 2121010211 51133
 46862: 2221010211 57694
 46863: 1200210102 33383
 46864: 2012101021 43288
 46865: 2022101021 45475
 46866: 2102101021 47662
 46867: 1121010212 31451
 46868: 1221010212 38012
 46869: 2202101021 54223
 46870: 2121010212 51134
 46871: 2221010212 57695
 46872: 2200021010 52680
 46873: 2001210102 40673
 46874: 2002210102 41402
 46875: 2010210102 42131
 46876: 0112101022 10484
 46877: 0122101022 12671
 46878: 2020210102 44318
 46879: 0212101022 17045
 46880: 0222101022 19232
 46881: 2100210102 46505
 46882: 1012101022 23606
 46883: 1022101022 25793
 46884: 1102101022 27980
 46885: 1121010221 31453
 46886: 1221010221 38014
 46887: 1202101022 34541
 46888: 2121010221 51136
 46889: 2221010221 57697
 46890: 2200210102 53066
 46891: 2012101022 43289
 46892: 2022101022 45476
 46893: 2102101022 47663
 46894: 1121010222 31454
 46895: 1221010222 38015
 46896: 2202101022 54224
 46897: 2121010222 51137
 46898: 2221010222 57698
 46899: 1000002101 19747
 46900: 0000121011 436
 46901: 0000221011 679
 46902: 0001021011 922
 46903: 0011210110 3495
 46904: 0012210110 4224
 46905: 0002021011 1651
 46906: 0021210110 5682
 46907: 0022210110 6411
 46908: 0010021011 2380
 46909: 0101210110 7869
 46910: 0102210110 8598
 46911: 0110210110 9327
 46912: 1112101100 30168
 46913: 1122101100 32355
 46914: 0120210110 11514
 46915: 1212101100 36729
 46916: 1222101100 38916
 46917: 0020021011 4567
 46918: 0201210110 14430
 46919: 0202210110 15159
 46920: 0210210110 15888
 46921: 2112101100 49851
 46922: 2122101100 52038
 46923: 0220210110 18075
 46924: 2212101100 56412
 46925: 2222101100 58599
 46926: 0100021011 6754
 46927: 1001210110 20991
 46928: 1002210110 21720
 46929: 1010210110 22449
 46930: 0112101101 10486
 46931: 0122101101 12673
 46932: 1020210110 24636
 46933: 0212101101 17047
 46934: 0222101101 19234
 46935: 1100210110 26823
 46936: 1012101101 23608
 46937: 1022101101 25795
 46938: 1102101101 27982
 46939: 1121011011 31459
 46940: 1221011011 38020
 46941: 1202101101 34543
 46942: 2121011011 51142
 46943: 2221011011 57703
 46944: 1200210110 33384
 46945: 2012101101 43291
 46946: 2022101101 45478
 46947: 2102101101 47665
 46948: 1121011012 31460
 46949: 1221011012 38021
 46950: 2202101101 54226
 46951: 2121011012 51143
 46952: 2221011012 57704
 46953: 0200021011 13315
 46954: 2001210110 40674
 46955: 2002210110 41403
 46956: 2010210110 42132
 46957: 0112101102 10487
 46958: 0122101102 12674
 46959: 2020210110 44319
 46960: 0212101102 17048
 46961: 0222101102 19235
 46962: 2100210110 46506
 46963: 1012101102 23609
 46964: 1022101102 25796
 46965: 1102101102 27983
 46966: 1121011021 31462
 46967: 1221011021 38023
 46968: 1202101102 34544
 46969: 2121011021 51145
 46970: 2221011021 57706
 46971: 2200210110 53067
 46972: 2012101102 43292
 46973: 2022101102 45479
 46974: 2102101102 47666
 46975: 1121011022 31463
 46976: 1221011022 38024
 46977: 2202101102 54227
 46978: 2121011022 51146
 46979: 2221011022 57707
 46980: 1000021011 19876
 46981: 0001210111 1309
 46982: 0002210111 2038
 46983: 0010210111 2767
 46984: 0112101110 10488
 46985: 0122101110 12675
 46986: 0020210111 4954
 46987: 0212101110 17049
 46988: 0222101110 19236
 46989: 0100210111 7141
 46990: 1012101110 23610
 46991: 1022101110 25797
 46992: 1102101110 27984
 46993: 1121011101 31465
 46994: 1221011101 38026
 46995: 1202101110 34545
 46996: 2121011101 51148
 46997: 2221011101 57709
 46998: 0200210111 13702
 46999: 2012101110 43293
 47000: 2022101110 45480
 47001: 2102101110 47667
 47002: 1121011102 31466
 47003: 1221011102 38027
 47004: 2202101110 54228
 47005: 2121011102 51149
 47006: 2221011102 57710
 47007: 1000210111 20263
 47008: 0012101111 3928
 47009: 0022101111 6115
 47010: 0102101111 8302
 47011: 1121011110 31467
 47012: 1221011110 38028
 47013: 0202101111 14863
 47014: 2121011110 51150
 47015: 2221011110 57711
 47016: 1002101111 21424
 47017: 0121011111 11785
 47018: 0221011111 18346
 47019: 1021011111 24907
 47020: 1210111111 35356
 47021: 2210111111 55039
 47022: 2021011111 44590
 47023: 1210111112 35357
 47024: 2210111112 55040
 47025: 2002101111 41107
 47026: 0121011112 11786
 47027: 0221011112 18347
 47028: 1021011112 24908
 47029: 1210111121 35359
 47030: 2210111121 55042
 47031: 2021011112 44591
 47032: 1210111122 35360
 47033: 2210111122 55043
 47034: 2000210111 39946
 47035: 0012101112 3929
 47036: 0022101112 6116
 47037: 0102101112 8303
 47038: 1121011120 31470
 47039: 1221011120 38031
 47040: 0202101112 14864
 47041: 2121011120 51153
 47042: 2221011120 57714
 47043: 1002101112 21425
 47044: 0121011121 11788
 47045: 0221011121 18349
 47046: 1021011121 24910
 47047: 1210111211 35365
 47048: 2210111211 55048
 47049: 2021011121 44593
 47050: 1210111212 35366
 47051: 2210111212 55049
 47052: 2002101112 41108
 47053: 0121011122 11789
 47054: 0221011122 18350
 47055: 1021011122 24911
 47056: 1210111221 35368
 47057: 2210111221 55051
 47058: 2021011122 44594
 47059: 1210111222 35369
 47060: 2210111222 55052
 47061: 2000021011 39559
 47062: 0001210112 1310
 47063: 0002210112 2039
 47064: 0010210112 2768
 47065: 0112101120 10491
 47066: 0122101120 12678
 47067: 0020210112 4955
 47068: 0212101120 17052
 47069: 0222101120 19239
 47070: 0100210112 7142
 47071: 1012101120 23613
 47072: 1022101120 25800
 47073: 1102101120 27987
 47074: 1121011201 31474
 47075: 1221011201 38035
 47076: 1202101120 34548
 47077: 2121011201 51157
 47078: 2221011201 57718
 47079: 0200210112 13703
 47080: 2012101120 43296
 47081: 2022101120 45483
 47082: 2102101120 47670
 47083: 1121011202 31475
 47084: 1221011202 38036
 47085: 2202101120 54231
 47086: 2121011202 51158
 47087: 2221011202 57719
 47088: 1000210112 20264
 47089: 0012101121 3931
 47090: 0022101121 6118
 47091: 0102101121 8305
 47092: 1121011210 31476
 47093: 1221011210 38037
 47094: 0202101121 14866
 47095: 2121011210 51159
 47096: 2221011210 57720
 47097: 1002101121 21427
 47098: 0121011211 11794
 47099: 0221011211 18355
 47100: 1021011211 24916
 47101: 1210112111 35383
 47102: 2210112111 55066
 47103: 2021011211 44599
 47104: 1210112112 35384
 47105: 2210112112 55067
 47106: 2002101121 41110
 47107: 0121011212 11795
 47108: 0221011212 18356
 47109: 1021011212 24917
 47110: 1210112121 35386
 47111: 2210112121 55069
 47112: 2021011212 44600
 47113: 1210112122 35387
 47114: 2210112122 55070
 47115: 2000210112 39947
 47116: 0012101122 3932
 47117: 0022101122 6119
 47118: 0102101122 8306
 47119: 1121011220 31479
 47120: 1221011220 38040
 47121: 0202101122 14867
 47122: 2121011220 51162
 47123: 2221011220 57723
 47124: 1002101122 21428
 47125: 0121011221 11797
 47126: 0221011221 18358
 47127: 1021011221 24919
 47128: 1210112211 35392
 47129: 2210112211 55075
 47130: 2021011221 44602
 47131: 1210112212 35393
 47132: 2210112212 55076
 47133: 2002101122 41111
 47134: 0121011222 11798
 47135: 0221011222 18359
 47136: 1021011222 24920
 47137: 1210112221 35395
 47138: 2210112221 55078
 47139: 2021011222 44603
 47140: 1210112222 35396
 47141: 2210112222 55079
 47142: 2000002101 39430
 47143: 0000121012 437
 47144: 0000221012 680
 47145: 0001021012 923
 47146: 0011210120 3498
 47147: 0012210120 4227
 47148: 0002021012 1652
 47149: 0021210120 5685
 47150: 0022210120 6414
 47151: 0010021012 2381
 47152: 0101210120 7872
 47153: 0102210120 8601
 47154: 0110210120 9330
 47155: 1112101200 30177
 47156: 1122101200 32364
 47157: 0120210120 11517
 47158: 1212101200 36738
 47159: 1222101200 38925
 47160: 0020021012 4568
 47161: 0201210120 14433
 47162: 0202210120 15162
 47163: 0210210120 15891
 47164: 2112101200 49860
 47165: 2122101200 52047
 47166: 0220210120 18078
 47167: 2212101200 56421
 47168: 2222101200 58608
 47169: 0100021012 6755
 47170: 1001210120 20994
 47171: 1002210120 21723
 47172: 1010210120 22452
 47173: 0112101201 10495
 47174: 0122101201 12682
 47175: 1020210120 24639
 47176: 0212101201 17056
 47177: 0222101201 19243
 47178: 1100210120 26826
 47179: 1012101201 23617
 47180: 1022101201 25804
 47181: 1102101201 27991
 47182: 1121012011 31486
 47183: 1221012011 38047
 47184: 1202101201 34552
 47185: 2121012011 51169
 47186: 2221012011 57730
 47187: 1200210120 33387
 47188: 2012101201 43300
 47189: 2022101201 45487
 47190: 2102101201 47674
 47191: 1121012012 31487
 47192: 1221012012 38048
 47193: 2202101201 54235
 47194: 2121012012 51170
 47195: 2221012012 57731
 47196: 0200021012 13316
 47197: 2001210120 40677
 47198: 2002210120 41406
 47199: 2010210120 42135
 47200: 0112101202 10496
 47201: 0122101202 12683
 47202: 2020210120 44322
 47203: 0212101202 17057
 47204: 0222101202 19244
 47205: 2100210120 46509
 47206: 1012101202 23618
 47207: 1022101202 25805
 47208: 1102101202 27992
 47209: 1121012021 31489
 47210: 1221012021 38050
 47211: 1202101202 34553
 47212: 2121012021 51172
 47213: 2221012021 57733
 47214: 2200210120 53070
 47215: 2012101202 43301
 47216: 2022101202 45488
 47217: 2102101202 47675
 47218: 1121012022 31490
 47219: 1221012022 38051
 47220: 2202101202 54236
 47221: 2121012022 51173
 47222: 2221012022 57734
 47223: 1000021012 19877
 47224: 0001210121 1312
 47225: 0002210121 2041
 47226: 0010210121 2770
 47227: 0112101210 10497
 47228: 0122101210 12684
 47229: 0020210121 4957
 47230: 0212101210 17058
 47231: 0222101210 19245
 47232: 0100210121 7144
 47233: 1012101210 23619
 47234: 1022101210 25806
 47235: 1102101210 27993
 47236: 1121012101 31492
 47237: 1221012101 38053
 47238: 1202101210 34554
 47239: 2121012101 51175
 47240: 2221012101 57736
 47241: 0200210121 13705
 47242: 2012101210 43302
 47243: 2022101210 45489
 47244: 2102101210 47676
 47245: 1121012102 31493
 47246: 1221012102 38054
 47247: 2202101210 54237
 47248: 2121012102 51176
 47249: 2221012102 57737
 47250: 1000210121 20266
 47251: 0012101211 3937
 47252: 0022101211 6124
 47253: 0102101211 8311
 47254: 1121012110 31494
 47255: 1221012110 38055
 47256: 0202101211 14872
 47257: 2121012110 51177
 47258: 2221012110 57738
 47259: 1002101211 21433
 47260: 0121012111 11812
 47261: 0221012111 18373
 47262: 1021012111 24934
 47263: 1210121111 35437
 47264: 2210121111 55120
 47265: 2021012111 44617
 47266: 1210121112 35438
 47267: 2210121112 55121
 47268: 2002101211 41116
 47269: 0121012112 11813
 47270: 0221012112 18374
 47271: 1021012112 24935
 47272: 1210121121 35440
 47273: 2210121121 55123
 47274: 2021012112 44618
 47275: 1210121122 35441
 47276: 2210121122 55124
 47277: 2000210121 39949
 47278: 0012101212 3938
 47279: 0022101212 6125
 47280: 0102101212 8312
 47281: 1121012120 31497
 47282: 1221012120 38058
 47283: 0202101212 14873
 47284: 2121012120 51180
 47285: 2221012120 57741
 47286: 1002101212 21434
 47287: 0121012121 11815
 47288: 0221012121 18376
 47289: 1021012121 24937
 47290: 1210121211 35446
 47291: 2210121211 55129
 47292: 2021012121 44620
 47293: 1210121212 35447
